bike_name,Price,Rating,Engine,Mileage,Max_Power,Fuel_Capacity,Top_Speed,Tyre_Type,Kerb_Weight,Max_Torque
KTM 200 Duke,193854,4.2,199 CC,35 Kmpl,25 PS,13.5 Liters,140 kmph,Tubeless,159 Kg,19.3 Nm
KTM 200 Duke,193854,4.2,199 CC,35 Kmpl,25 PS,13.5 Liters,140 kmph,Tubeless,159 Kg,19.3 Nm
KTM 200 Duke,193854,4.2,199 CC,35 Kmpl,25 PS,13.5 Liters,140 kmph,Tubeless,159 Kg,19.3 Nm
KTM 200 Duke,193854,4.2,199 CC,35 Kmpl,25 PS,13.5 Liters,140 kmph,Tubeless,159 Kg,19.3 Nm
KTM 200 Duke,193854,4.2,199 CC,35 Kmpl,25 PS,13.5 Liters,140 kmph,Tubeless,159 Kg,19.3 Nm
Hero Splendor Plus XTEC,78428,4.4,97 CC,73 Kmpl,8.02 PS,9.8 Liters,87 kmph,Tubeless,113.6 Kg,8.05 Nm
Hero Splendor Plus XTEC,78428,4.4,97 CC,73 Kmpl,8.02 PS,9.8 Liters,87 kmph,Tubeless,113.6 Kg,8.05 Nm
Hero Splendor Plus XTEC,78428,4.4,97 CC,73 Kmpl,8.02 PS,9.8 Liters,87 kmph,Tubeless,113.6 Kg,8.05 Nm
Hero Splendor Plus XTEC,78428,4.4,97 CC,73 Kmpl,8.02 PS,9.8 Liters,87 kmph,Tubeless,113.6 Kg,8.05 Nm
Hero Splendor Plus XTEC,78428,4.4,97 CC,73 Kmpl,8.02 PS,9.8 Liters,87 kmph,Tubeless,113.6 Kg,8.05 Nm
Hero Splendor Plus XTEC,78428,4.4,97 CC,73 Kmpl,8.02 PS,9.8 Liters,87 kmph,Tubeless,113.6 Kg,8.05 Nm
Hero Splendor Plus XTEC,78428,4.4,97 CC,73 Kmpl,8.02 PS,9.8 Liters,87 kmph,Tubeless,113.6 Kg,8.05 Nm
Hero Splendor Plus XTEC,78428,4.4,97 CC,73 Kmpl,8.02 PS,9.8 Liters,87 kmph,Tubeless,113.6 Kg,8.05 Nm
Suzuki Hayabusa,1806107,4.6,1340 CC,17 Kmpl,190 PS,20 Liters,300 kmph,Tubeless,266 Kg,150 Nm
Suzuki Hayabusa,1806107,4.6,1340 CC,17 Kmpl,190 PS,20 Liters,300 kmph,Tubeless,266 Kg,150 Nm
Suzuki Hayabusa,1806107,4.6,1340 CC,17 Kmpl,190 PS,20 Liters,300 kmph,Tubeless,266 Kg,150 Nm
Suzuki Hayabusa,1806107,4.6,1340 CC,17 Kmpl,190 PS,20 Liters,300 kmph,Tubeless,266 Kg,150 Nm
Suzuki Hayabusa,1806107,4.6,1340 CC,17 Kmpl,190 PS,20 Liters,300 kmph,Tubeless,266 Kg,150 Nm
Suzuki Hayabusa,1806107,4.6,1340 CC,17 Kmpl,190 PS,20 Liters,300 kmph,Tubeless,266 Kg,150 Nm
Suzuki Hayabusa,1806107,4.6,1340 CC,17 Kmpl,190 PS,20 Liters,300 kmph,Tubeless,266 Kg,150 Nm
Suzuki Hayabusa,1806107,4.6,1340 CC,17 Kmpl,190 PS,20 Liters,300 kmph,Tubeless,266 Kg,150 Nm
Jawa 42 Bobber,204950,4.4,334 CC,30.56 Kmpl,29.92 PS,12.5 Liters,129 kmph,Tubeless,185 Kg,30 Nm
Jawa 42 Bobber,204950,4.4,334 CC,30.56 Kmpl,29.92 PS,12.5 Liters,129 kmph,Tubeless,185 Kg,30 Nm
Jawa 42 Bobber,204950,4.4,334 CC,30.56 Kmpl,29.92 PS,12.5 Liters,129 kmph,Tubeless,185 Kg,30 Nm
Jawa 42 Bobber,204950,4.4,334 CC,30.56 Kmpl,29.92 PS,12.5 Liters,129 kmph,Tubeless,185 Kg,30 Nm
Jawa 42 Bobber,204950,4.4,334 CC,30.56 Kmpl,29.92 PS,12.5 Liters,129 kmph,Tubeless,185 Kg,30 Nm
Jawa 42 Bobber,204950,4.4,334 CC,30.56 Kmpl,29.92 PS,12.5 Liters,129 kmph,Tubeless,185 Kg,30 Nm
Jawa 42 Bobber,204950,4.4,334 CC,30.56 Kmpl,29.92 PS,12.5 Liters,129 kmph,Tubeless,185 Kg,30 Nm
Jawa 42 Bobber,204950,4.4,334 CC,30.56 Kmpl,29.92 PS,12.5 Liters,129 kmph,Tubeless,185 Kg,30 Nm
Bajaj Pulsar NS160,121109,4.1,160 CC,40.36 Kmpl,17.2 PS,12 Liters,120 kmph,Tubeless,153 Kg,14.6 Nm
Bajaj Pulsar NS160,121109,4.1,160 CC,40.36 Kmpl,17.2 PS,12 Liters,120 kmph,Tubeless,153 Kg,14.6 Nm
Bajaj Pulsar NS160,121109,4.1,160 CC,40.36 Kmpl,17.2 PS,12 Liters,120 kmph,Tubeless,153 Kg,14.6 Nm
Bajaj Pulsar NS160,121109,4.1,160 CC,40.36 Kmpl,17.2 PS,12 Liters,120 kmph,Tubeless,153 Kg,14.6 Nm
Bajaj Pulsar NS160,121109,4.1,160 CC,40.36 Kmpl,17.2 PS,12 Liters,120 kmph,Tubeless,153 Kg,14.6 Nm
Bajaj Pulsar NS160,121109,4.1,160 CC,40.36 Kmpl,17.2 PS,12 Liters,120 kmph,Tubeless,153 Kg,14.6 Nm
Bajaj Pulsar NS160,121109,4.1,160 CC,40.36 Kmpl,17.2 PS,12 Liters,120 kmph,Tubeless,153 Kg,14.6 Nm
Bajaj Pulsar NS160,121109,4.1,160 CC,40.36 Kmpl,17.2 PS,12 Liters,120 kmph,Tubeless,153 Kg,14.6 Nm
Kawasaki Z900,999000,4.2,948 CC,20.83 Kmpl,125 PS,17 Liters,195 kmph,Tubeless,212 Kg,98.6 Nm
Kawasaki Z900,999000,4.2,948 CC,20.83 Kmpl,125 PS,17 Liters,195 kmph,Tubeless,212 Kg,98.6 Nm
Kawasaki Z900,999000,4.2,948 CC,20.83 Kmpl,125 PS,17 Liters,195 kmph,Tubeless,212 Kg,98.6 Nm
Kawasaki Z900,999000,4.2,948 CC,20.83 Kmpl,125 PS,17 Liters,195 kmph,Tubeless,212 Kg,98.6 Nm
Kawasaki Z900,999000,4.2,948 CC,20.83 Kmpl,125 PS,17 Liters,195 kmph,Tubeless,212 Kg,98.6 Nm
Kawasaki Z900,999000,4.2,948 CC,20.83 Kmpl,125 PS,17 Liters,195 kmph,Tubeless,212 Kg,98.6 Nm
Kawasaki Z900,999000,4.2,948 CC,20.83 Kmpl,125 PS,17 Liters,195 kmph,Tubeless,212 Kg,98.6 Nm
Kawasaki Z900,999000,4.2,948 CC,20.83 Kmpl,125 PS,17 Liters,195 kmph,Tubeless,212 Kg,98.6 Nm
2025 Yamaha FZ-S Fi,125500,4.7,149 CC,60 Kmpl,12.4 PS,13 Liters,115 kmph,Tubeless,138 Kg,13.3 Nm
2025 Yamaha FZ-S Fi,125500,4.7,149 CC,60 Kmpl,12.4 PS,13 Liters,115 kmph,Tubeless,138 Kg,13.3 Nm
2025 Yamaha FZ-S Fi,125500,4.7,149 CC,60 Kmpl,12.4 PS,13 Liters,115 kmph,Tubeless,138 Kg,13.3 Nm
2025 Yamaha FZ-S Fi,125500,4.7,149 CC,60 Kmpl,12.4 PS,13 Liters,115 kmph,Tubeless,138 Kg,13.3 Nm
2025 Yamaha FZ-S Fi,125500,4.7,149 CC,60 Kmpl,12.4 PS,13 Liters,115 kmph,Tubeless,138 Kg,13.3 Nm
2025 Yamaha FZ-S Fi,125500,4.7,149 CC,60 Kmpl,12.4 PS,13 Liters,115 kmph,Tubeless,138 Kg,13.3 Nm
2025 Yamaha FZ-S Fi,125500,4.7,149 CC,60 Kmpl,12.4 PS,13 Liters,115 kmph,Tubeless,138 Kg,13.3 Nm
2025 Yamaha FZ-S Fi,125500,4.7,149 CC,60 Kmpl,12.4 PS,13 Liters,115 kmph,Tubeless,138 Kg,13.3 Nm
Hero Glamour X 125,84467,4.6,124 CC,65 Kmpl,11.5 PS,10 Liters,105 kmph,Tubeless,127 Kg,10.5 Nm
Hero Glamour X 125,84467,4.6,124 CC,65 Kmpl,11.5 PS,10 Liters,105 kmph,Tubeless,127 Kg,10.5 Nm
Hero Glamour X 125,84467,4.6,124 CC,65 Kmpl,11.5 PS,10 Liters,105 kmph,Tubeless,127 Kg,10.5 Nm
Hero Glamour X 125,84467,4.6,124 CC,65 Kmpl,11.5 PS,10 Liters,105 kmph,Tubeless,127 Kg,10.5 Nm
Hero Glamour X 125,84467,4.6,124 CC,65 Kmpl,11.5 PS,10 Liters,105 kmph,Tubeless,127 Kg,10.5 Nm
Hero Glamour X 125,84467,4.6,124 CC,65 Kmpl,11.5 PS,10 Liters,105 kmph,Tubeless,127 Kg,10.5 Nm
Hero Glamour X 125,84467,4.6,124 CC,65 Kmpl,11.5 PS,10 Liters,105 kmph,Tubeless,127 Kg,10.5 Nm
Hero Glamour X 125,84467,4.6,124 CC,65 Kmpl,11.5 PS,10 Liters,105 kmph,Tubeless,127 Kg,10.5 Nm
Royal Enfield Guerrilla 450,256387,4.5,452 CC,29.5 Kmpl,40.02 PS,11 Liters,140 kmph,Tubeless,184 Kg,40 Nm
Royal Enfield Guerrilla 450,256387,4.5,452 CC,29.5 Kmpl,40.02 PS,11 Liters,140 kmph,Tubeless,184 Kg,40 Nm
Royal Enfield Guerrilla 450,256387,4.5,452 CC,29.5 Kmpl,40.02 PS,11 Liters,140 kmph,Tubeless,184 Kg,40 Nm
Royal Enfield Guerrilla 450,256387,4.5,452 CC,29.5 Kmpl,40.02 PS,11 Liters,140 kmph,Tubeless,184 Kg,40 Nm
Royal Enfield Guerrilla 450,256387,4.5,452 CC,29.5 Kmpl,40.02 PS,11 Liters,140 kmph,Tubeless,184 Kg,40 Nm
Royal Enfield Guerrilla 450,256387,4.5,452 CC,29.5 Kmpl,40.02 PS,11 Liters,140 kmph,Tubeless,184 Kg,40 Nm
Royal Enfield Guerrilla 450,256387,4.5,452 CC,29.5 Kmpl,40.02 PS,11 Liters,140 kmph,Tubeless,184 Kg,40 Nm
Royal Enfield Guerrilla 450,256387,4.5,452 CC,29.5 Kmpl,40.02 PS,11 Liters,140 kmph,Tubeless,184 Kg,40 Nm
Harley-Davidson X440,234500,4.3,440 CC,35 Kmpl,27.37 PS,13.5 Liters,137 kmph,Tubeless,190.5 Kg,38 Nm
Harley-Davidson X440,234500,4.3,440 CC,35 Kmpl,27.37 PS,13.5 Liters,137 kmph,Tubeless,190.5 Kg,38 Nm
Harley-Davidson X440,234500,4.3,440 CC,35 Kmpl,27.37 PS,13.5 Liters,137 kmph,Tubeless,190.5 Kg,38 Nm
Harley-Davidson X440,234500,4.3,440 CC,35 Kmpl,27.37 PS,13.5 Liters,137 kmph,Tubeless,190.5 Kg,38 Nm
Harley-Davidson X440,234500,4.3,440 CC,35 Kmpl,27.37 PS,13.5 Liters,137 kmph,Tubeless,190.5 Kg,38 Nm
Harley-Davidson X440,234500,4.3,440 CC,35 Kmpl,27.37 PS,13.5 Liters,137 kmph,Tubeless,190.5 Kg,38 Nm
Harley-Davidson X440,234500,4.3,440 CC,35 Kmpl,27.37 PS,13.5 Liters,137 kmph,Tubeless,190.5 Kg,38 Nm
Harley-Davidson X440,234500,4.3,440 CC,35 Kmpl,27.37 PS,13.5 Liters,137 kmph,Tubeless,190.5 Kg,38 Nm
Honda Unicorn,112892,4.6,162 CC,50 Kmpl,13.18 PS,13 Liters,106 kmph,Tubeless,139 Kg,14.8 Nm
Honda Unicorn,112892,4.6,162 CC,50 Kmpl,13.18 PS,13 Liters,106 kmph,Tubeless,139 Kg,14.8 Nm
Honda Unicorn,112892,4.6,162 CC,50 Kmpl,13.18 PS,13 Liters,106 kmph,Tubeless,139 Kg,14.8 Nm
Honda Unicorn,112892,4.6,162 CC,50 Kmpl,13.18 PS,13 Liters,106 kmph,Tubeless,139 Kg,14.8 Nm
Honda Unicorn,112892,4.6,162 CC,50 Kmpl,13.18 PS,13 Liters,106 kmph,Tubeless,139 Kg,14.8 Nm
Honda Unicorn,112892,4.6,162 CC,50 Kmpl,13.18 PS,13 Liters,106 kmph,Tubeless,139 Kg,14.8 Nm
Honda Unicorn,112892,4.6,162 CC,50 Kmpl,13.18 PS,13 Liters,106 kmph,Tubeless,139 Kg,14.8 Nm
Honda Unicorn,112892,4.6,162 CC,50 Kmpl,13.18 PS,13 Liters,106 kmph,Tubeless,139 Kg,14.8 Nm
TVS Apache RTR 310,222740,4.2,312 CC,35 Kmpl,35.6 PS,11 Liters,150 kmph,Tubeless,169 Kg,28.7 Nm
TVS Apache RTR 310,222740,4.2,312 CC,35 Kmpl,35.6 PS,11 Liters,150 kmph,Tubeless,169 Kg,28.7 Nm
TVS Apache RTR 310,222740,4.2,312 CC,35 Kmpl,35.6 PS,11 Liters,150 kmph,Tubeless,169 Kg,28.7 Nm
TVS Apache RTR 310,222740,4.2,312 CC,35 Kmpl,35.6 PS,11 Liters,150 kmph,Tubeless,169 Kg,28.7 Nm
TVS Apache RTR 310,222740,4.2,312 CC,35 Kmpl,35.6 PS,11 Liters,150 kmph,Tubeless,169 Kg,28.7 Nm
TVS Apache RTR 310,222740,4.2,312 CC,35 Kmpl,35.6 PS,11 Liters,150 kmph,Tubeless,169 Kg,28.7 Nm
TVS Apache RTR 310,222740,4.2,312 CC,35 Kmpl,35.6 PS,11 Liters,150 kmph,Tubeless,169 Kg,28.7 Nm
TVS Apache RTR 310,222740,4.2,312 CC,35 Kmpl,35.6 PS,11 Liters,150 kmph,Tubeless,169 Kg,28.7 Nm
Triumph Speed 400,239000,4.5,398 CC,30 Kmpl,40 PS,13 Liters,145 kmph,Tubeless,179 Kg,37.5 Nm
Triumph Speed 400,239000,4.5,398 CC,30 Kmpl,40 PS,13 Liters,145 kmph,Tubeless,179 Kg,37.5 Nm
Triumph Speed 400,239000,4.5,398 CC,30 Kmpl,40 PS,13 Liters,145 kmph,Tubeless,179 Kg,37.5 Nm
Triumph Speed 400,239000,4.5,398 CC,30 Kmpl,40 PS,13 Liters,145 kmph,Tubeless,179 Kg,37.5 Nm
Triumph Speed 400,239000,4.5,398 CC,30 Kmpl,40 PS,13 Liters,145 kmph,Tubeless,179 Kg,37.5 Nm
Triumph Speed 400,239000,4.5,398 CC,30 Kmpl,40 PS,13 Liters,145 kmph,Tubeless,179 Kg,37.5 Nm
Triumph Speed 400,239000,4.5,398 CC,30 Kmpl,40 PS,13 Liters,145 kmph,Tubeless,179 Kg,37.5 Nm
Triumph Speed 400,239000,4.5,398 CC,30 Kmpl,40 PS,13 Liters,145 kmph,Tubeless,179 Kg,37.5 Nm
Royal Enfield Super Meteor 650,402968,4.4,648 CC,25 Kmpl,47 PS,15.7 Liters,160 kmph,Tubeless,241 Kg,52.3 Nm
Royal Enfield Super Meteor 650,402968,4.4,648 CC,25 Kmpl,47 PS,15.7 Liters,160 kmph,Tubeless,241 Kg,52.3 Nm
Royal Enfield Super Meteor 650,402968,4.4,648 CC,25 Kmpl,47 PS,15.7 Liters,160 kmph,Tubeless,241 Kg,52.3 Nm
Royal Enfield Super Meteor 650,402968,4.4,648 CC,25 Kmpl,47 PS,15.7 Liters,160 kmph,Tubeless,241 Kg,52.3 Nm
Royal Enfield Super Meteor 650,402968,4.4,648 CC,25 Kmpl,47 PS,15.7 Liters,160 kmph,Tubeless,241 Kg,52.3 Nm
Royal Enfield Super Meteor 650,402968,4.4,648 CC,25 Kmpl,47 PS,15.7 Liters,160 kmph,Tubeless,241 Kg,52.3 Nm
Royal Enfield Super Meteor 650,402968,4.4,648 CC,25 Kmpl,47 PS,15.7 Liters,160 kmph,Tubeless,241 Kg,52.3 Nm
Royal Enfield Super Meteor 650,402968,4.4,648 CC,25 Kmpl,47 PS,15.7 Liters,160 kmph,Tubeless,241 Kg,52.3 Nm
Bajaj Pulsar RS200,172286,4.2,199 CC,35 Kmpl,24.5 PS,13 Liters,141 kmph,Tubeless,159.5 Kg,18.74 Nm
Bajaj Pulsar RS200,172286,4.2,199 CC,35 Kmpl,24.5 PS,13 Liters,141 kmph,Tubeless,159.5 Kg,18.74 Nm
Bajaj Pulsar RS200,172286,4.2,199 CC,35 Kmpl,24.5 PS,13 Liters,141 kmph,Tubeless,159.5 Kg,18.74 Nm
Bajaj Pulsar RS200,172286,4.2,199 CC,35 Kmpl,24.5 PS,13 Liters,141 kmph,Tubeless,159.5 Kg,18.74 Nm
Bajaj Pulsar RS200,172286,4.2,199 CC,35 Kmpl,24.5 PS,13 Liters,141 kmph,Tubeless,159.5 Kg,18.74 Nm
Bajaj Pulsar RS200,172286,4.2,199 CC,35 Kmpl,24.5 PS,13 Liters,141 kmph,Tubeless,159.5 Kg,18.74 Nm
Bajaj Pulsar RS200,172286,4.2,199 CC,35 Kmpl,24.5 PS,13 Liters,141 kmph,Tubeless,159.5 Kg,18.74 Nm
Bajaj Pulsar RS200,172286,4.2,199 CC,35 Kmpl,24.5 PS,13 Liters,141 kmph,Tubeless,159.5 Kg,18.74 Nm
Honda Hornet 2.0,147136,4.1,184 CC,55.77 Kmpl,16.99 PS,12 Liters,130 kmph,Tubeless,142 Kg,15.7 Nm
Honda Hornet 2.0,147136,4.1,184 CC,55.77 Kmpl,16.99 PS,12 Liters,130 kmph,Tubeless,142 Kg,15.7 Nm
Honda Hornet 2.0,147136,4.1,184 CC,55.77 Kmpl,16.99 PS,12 Liters,130 kmph,Tubeless,142 Kg,15.7 Nm
Honda Hornet 2.0,147136,4.1,184 CC,55.77 Kmpl,16.99 PS,12 Liters,130 kmph,Tubeless,142 Kg,15.7 Nm
Honda Hornet 2.0,147136,4.1,184 CC,55.77 Kmpl,16.99 PS,12 Liters,130 kmph,Tubeless,142 Kg,15.7 Nm
Honda Hornet 2.0,147136,4.1,184 CC,55.77 Kmpl,16.99 PS,12 Liters,130 kmph,Tubeless,142 Kg,15.7 Nm
Honda Hornet 2.0,147136,4.1,184 CC,55.77 Kmpl,16.99 PS,12 Liters,130 kmph,Tubeless,142 Kg,15.7 Nm
Honda Hornet 2.0,147136,4.1,184 CC,55.77 Kmpl,16.99 PS,12 Liters,130 kmph,Tubeless,142 Kg,15.7 Nm
KTM 250 Duke,213618,4.2,249 CC,30.08 Kmpl,31 PS,15 Liters,148 kmph,Tubeless,162.8 Kg,25 Nm
KTM 250 Duke,213618,4.2,249 CC,30.08 Kmpl,31 PS,15 Liters,148 kmph,Tubeless,162.8 Kg,25 Nm
KTM 250 Duke,213618,4.2,249 CC,30.08 Kmpl,31 PS,15 Liters,148 kmph,Tubeless,162.8 Kg,25 Nm
KTM 250 Duke,213618,4.2,249 CC,30.08 Kmpl,31 PS,15 Liters,148 kmph,Tubeless,162.8 Kg,25 Nm
KTM 250 Duke,213618,4.2,249 CC,30.08 Kmpl,31 PS,15 Liters,148 kmph,Tubeless,162.8 Kg,25 Nm
KTM 250 Duke,213618,4.2,249 CC,30.08 Kmpl,31 PS,15 Liters,148 kmph,Tubeless,162.8 Kg,25 Nm
KTM 250 Duke,213618,4.2,249 CC,30.08 Kmpl,31 PS,15 Liters,148 kmph,Tubeless,162.8 Kg,25 Nm
KTM 250 Duke,213618,4.2,249 CC,30.08 Kmpl,31 PS,15 Liters,148 kmph,Tubeless,162.8 Kg,25 Nm
Bajaj Dominar 400,240233,4.2,373 CC,27 Kmpl,40 PS,13 Liters,155 kmph,Tubeless,192 Kg,35 Nm
Bajaj Dominar 400,240233,4.2,373 CC,27 Kmpl,40 PS,13 Liters,155 kmph,Tubeless,192 Kg,35 Nm
Bajaj Dominar 400,240233,4.2,373 CC,27 Kmpl,40 PS,13 Liters,155 kmph,Tubeless,192 Kg,35 Nm
Bajaj Dominar 400,240233,4.2,373 CC,27 Kmpl,40 PS,13 Liters,155 kmph,Tubeless,192 Kg,35 Nm
Bajaj Dominar 400,240233,4.2,373 CC,27 Kmpl,40 PS,13 Liters,155 kmph,Tubeless,192 Kg,35 Nm
Bajaj Dominar 400,240233,4.2,373 CC,27 Kmpl,40 PS,13 Liters,155 kmph,Tubeless,192 Kg,35 Nm
Bajaj Dominar 400,240233,4.2,373 CC,27 Kmpl,40 PS,13 Liters,155 kmph,Tubeless,192 Kg,35 Nm
Bajaj Dominar 400,240233,4.2,373 CC,27 Kmpl,40 PS,13 Liters,155 kmph,Tubeless,192 Kg,35 Nm
Royal Enfield Continental GT 650,353105,4.3,647 CC,27 Kmpl,47.4 PS,12.5 Liters,170 kmph,Tube,214 Kg,52.3 Nm
Royal Enfield Continental GT 650,353105,4.3,647 CC,27 Kmpl,47.4 PS,12.5 Liters,170 kmph,Tube,214 Kg,52.3 Nm
Royal Enfield Continental GT 650,353105,4.3,647 CC,27 Kmpl,47.4 PS,12.5 Liters,170 kmph,Tube,214 Kg,52.3 Nm
Royal Enfield Continental GT 650,353105,4.3,647 CC,27 Kmpl,47.4 PS,12.5 Liters,170 kmph,Tube,214 Kg,52.3 Nm
Royal Enfield Continental GT 650,353105,4.3,647 CC,27 Kmpl,47.4 PS,12.5 Liters,170 kmph,Tube,214 Kg,52.3 Nm
Royal Enfield Continental GT 650,353105,4.3,647 CC,27 Kmpl,47.4 PS,12.5 Liters,170 kmph,Tube,214 Kg,52.3 Nm
Royal Enfield Continental GT 650,353105,4.3,647 CC,27 Kmpl,47.4 PS,12.5 Liters,170 kmph,Tube,214 Kg,52.3 Nm
Royal Enfield Continental GT 650,353105,4.3,647 CC,27 Kmpl,47.4 PS,12.5 Liters,170 kmph,Tube,214 Kg,52.3 Nm
Hero Splendor Plus,74902,4,97 CC,70 Kmpl,8.02 PS,9.8 Liters,87 kmph,Tubeless,112 Kg,8.05 Nm
Hero Splendor Plus,74902,4,97 CC,70 Kmpl,8.02 PS,9.8 Liters,87 kmph,Tubeless,112 Kg,8.05 Nm
Hero Splendor Plus,74902,4,97 CC,70 Kmpl,8.02 PS,9.8 Liters,87 kmph,Tubeless,112 Kg,8.05 Nm
Hero Splendor Plus,74902,4,97 CC,70 Kmpl,8.02 PS,9.8 Liters,87 kmph,Tubeless,112 Kg,8.05 Nm
Hero Splendor Plus,74902,4,97 CC,70 Kmpl,8.02 PS,9.8 Liters,87 kmph,Tubeless,112 Kg,8.05 Nm
Hero Splendor Plus,74902,4,97 CC,70 Kmpl,8.02 PS,9.8 Liters,87 kmph,Tubeless,112 Kg,8.05 Nm
Hero Splendor Plus,74902,4,97 CC,70 Kmpl,8.02 PS,9.8 Liters,87 kmph,Tubeless,112 Kg,8.05 Nm
Hero Splendor Plus,74902,4,97 CC,70 Kmpl,8.02 PS,9.8 Liters,87 kmph,Tubeless,112 Kg,8.05 Nm
Royal Enfield Classic 350,182658,4.3,349 CC,37.77 Kmpl,20.21 PS,13 Liters,120 kmph,Tube,195 Kg,27 Nm
Royal Enfield Classic 350,182658,4.3,349 CC,37.77 Kmpl,20.21 PS,13 Liters,120 kmph,Tube,195 Kg,27 Nm
Royal Enfield Classic 350,182658,4.3,349 CC,37.77 Kmpl,20.21 PS,13 Liters,120 kmph,Tube,195 Kg,27 Nm
Royal Enfield Classic 350,182658,4.3,349 CC,37.77 Kmpl,20.21 PS,13 Liters,120 kmph,Tube,195 Kg,27 Nm
Royal Enfield Classic 350,182658,4.3,349 CC,37.77 Kmpl,20.21 PS,13 Liters,120 kmph,Tube,195 Kg,27 Nm
Royal Enfield Classic 350,182658,4.3,349 CC,37.77 Kmpl,20.21 PS,13 Liters,120 kmph,Tube,195 Kg,27 Nm
Royal Enfield Classic 350,182658,4.3,349 CC,37.77 Kmpl,20.21 PS,13 Liters,120 kmph,Tube,195 Kg,27 Nm
Royal Enfield Classic 350,182658,4.3,349 CC,37.77 Kmpl,20.21 PS,13 Liters,120 kmph,Tube,195 Kg,27 Nm
Royal Enfield Bullet 350,162025,4.3,349 CC,37 Kmpl,20.21 PS,13 Liters,110 kmph,Tube,195 Kg,27 Nm
Royal Enfield Bullet 350,162025,4.3,349 CC,37 Kmpl,20.21 PS,13 Liters,110 kmph,Tube,195 Kg,27 Nm
Royal Enfield Bullet 350,162025,4.3,349 CC,37 Kmpl,20.21 PS,13 Liters,110 kmph,Tube,195 Kg,27 Nm
Royal Enfield Bullet 350,162025,4.3,349 CC,37 Kmpl,20.21 PS,13 Liters,110 kmph,Tube,195 Kg,27 Nm
Royal Enfield Bullet 350,162025,4.3,349 CC,37 Kmpl,20.21 PS,13 Liters,110 kmph,Tube,195 Kg,27 Nm
Royal Enfield Bullet 350,162025,4.3,349 CC,37 Kmpl,20.21 PS,13 Liters,110 kmph,Tube,195 Kg,27 Nm
Royal Enfield Bullet 350,162025,4.3,349 CC,37 Kmpl,20.21 PS,13 Liters,110 kmph,Tube,195 Kg,27 Nm
Royal Enfield Bullet 350,162025,4.3,349 CC,37 Kmpl,20.21 PS,13 Liters,110 kmph,Tube,195 Kg,27 Nm
Honda SP 125,87878,4.4,123 CC,63 Kmpl,10.87 PS,11 Liters,100 kmph,Tubeless,117 Kg,10.9 Nm
Honda SP 125,87878,4.4,123 CC,63 Kmpl,10.87 PS,11 Liters,100 kmph,Tubeless,117 Kg,10.9 Nm
Honda SP 125,87878,4.4,123 CC,63 Kmpl,10.87 PS,11 Liters,100 kmph,Tubeless,117 Kg,10.9 Nm
Honda SP 125,87878,4.4,123 CC,63 Kmpl,10.87 PS,11 Liters,100 kmph,Tubeless,117 Kg,10.9 Nm
Honda SP 125,87878,4.4,123 CC,63 Kmpl,10.87 PS,11 Liters,100 kmph,Tubeless,117 Kg,10.9 Nm
Honda SP 125,87878,4.4,123 CC,63 Kmpl,10.87 PS,11 Liters,100 kmph,Tubeless,117 Kg,10.9 Nm
Honda SP 125,87878,4.4,123 CC,63 Kmpl,10.87 PS,11 Liters,100 kmph,Tubeless,117 Kg,10.9 Nm
Honda SP 125,87878,4.4,123 CC,63 Kmpl,10.87 PS,11 Liters,100 kmph,Tubeless,117 Kg,10.9 Nm
Yamaha R15 V4,166200,4.5,155 CC,45 Kmpl,18.4 PS,11 Liters,140 kmph,Tubeless,141 Kg,14.2 Nm
Yamaha R15 V4,166200,4.5,155 CC,45 Kmpl,18.4 PS,11 Liters,140 kmph,Tubeless,141 Kg,14.2 Nm
Yamaha R15 V4,166200,4.5,155 CC,45 Kmpl,18.4 PS,11 Liters,140 kmph,Tubeless,141 Kg,14.2 Nm
Yamaha R15 V4,166200,4.5,155 CC,45 Kmpl,18.4 PS,11 Liters,140 kmph,Tubeless,141 Kg,14.2 Nm
Yamaha R15 V4,166200,4.5,155 CC,45 Kmpl,18.4 PS,11 Liters,140 kmph,Tubeless,141 Kg,14.2 Nm
Yamaha R15 V4,166200,4.5,155 CC,45 Kmpl,18.4 PS,11 Liters,140 kmph,Tubeless,141 Kg,14.2 Nm
Yamaha R15 V4,166200,4.5,155 CC,45 Kmpl,18.4 PS,11 Liters,140 kmph,Tubeless,141 Kg,14.2 Nm
Yamaha R15 V4,166200,4.5,155 CC,45 Kmpl,18.4 PS,11 Liters,140 kmph,Tubeless,141 Kg,14.2 Nm
Bajaj Pulsar N160,113133,4.4,164 CC,44.38 Kmpl,16 PS,14 Liters,120 kmph,Tubeless,152 Kg,14.65 Nm
Bajaj Pulsar N160,113133,4.4,164 CC,44.38 Kmpl,16 PS,14 Liters,120 kmph,Tubeless,152 Kg,14.65 Nm
Bajaj Pulsar N160,113133,4.4,164 CC,44.38 Kmpl,16 PS,14 Liters,120 kmph,Tubeless,152 Kg,14.65 Nm
Bajaj Pulsar N160,113133,4.4,164 CC,44.38 Kmpl,16 PS,14 Liters,120 kmph,Tubeless,152 Kg,14.65 Nm
Bajaj Pulsar N160,113133,4.4,164 CC,44.38 Kmpl,16 PS,14 Liters,120 kmph,Tubeless,152 Kg,14.65 Nm
Bajaj Pulsar N160,113133,4.4,164 CC,44.38 Kmpl,16 PS,14 Liters,120 kmph,Tubeless,152 Kg,14.65 Nm
